0.01 5789001763583.663 1886403740801.9556 1473442701775.112 1470871554261.6123 1473442701775.112
0.013 4147333195501.781 1441728474642.6526 1014568979377.8113 1129701789624.8203 1014568979377.8113
0.016900000000000002 3152614233125.9316 1155777933225.0251 752770409075.4302 926309022479.2667 752770409075.4302
0.02197 2496506622911.4976 947568563152.1216 592094111013.8212 785717372598.0928 592094111013.8212
0.028561 2000332467303.491 773433232782.2458 476453536998.1362 667009319721.7909 476453536998.1362
0.0371293 1595906245357.7498 620594770152.8157 384042635567.717 556985641679.6138 384042635567.717
0.04826809 1263442670721.4211 489042226666.54724 308382126987.0588 454835837608.2404 308382126987.0588
0.062748517 992817635198.3237 379775807979.01776 246448839689.9434 362747928759.98987 246448839689.9434
0.0815730721 774233762518.6654 291610656318.86395 195697385625.01917 282897581793.8138 195697385625.01917
0.10604499373000001 598666251770.1182 221769910533.58078 154001002518.5157 216498689404.97458 152945226454.92703
0.137858491849 457917568191.9588 167008389895.86237 119531038377.53328 163226865915.576 118574326736.65616
0.17921603940370004 344165405746.0632 124155285767.17903 90607941670.59967 121261786933.90123 89709218312.91042
0.23298085122481008 250874479377.23767 90368431597.84538 65997915019.47219 88136825541.03603 65220646841.0561
0.3028751065922531 174368752890.9403 63555127935.55318 45299870473.32872 61830862929.01257 44760250661.85637
0.3937376385699291 113864182136.81516 42630112145.974976 28799074982.81486 41299978681.44275 28455251431.028988
0.5118589301409079 69580445256.79095 27158959487.947025 16838141477.420988 26154289160.53839 16636145033.030123
0.6654166091831801 40490784839.75897 16627179625.039415 9211763397.488722 15906195440.550255 9100990011.320541
0.8650415919381342 23427347037.23221 10020671933.870474 4995978170.680347 9543173711.524794 4935542736.6619
1.1245540695195746 14120029400.294374 6056416446.710894 2910934562.6530857 5770078463.46767 2875026317.1098714
1.461920290375447 8986455640.086983 3679471543.0110426 1879637501.1125062 3511171588.461705 1855519498.8742065
1.900496377488081 5971279202.071636 2265594537.8780065 1299343938.8123412 2107739676.778019 1281679847.120482
2.4706452907345056 4140817901.2072473 1469014633.9687574 929793218.0828166 1237828740.4800441 916076481.6112212
3.2118388779548575 3013438566.164504 1040684630.8386428 681927404.9971261 725114634.9237291 670589441.7611895
4.175390541341315 2270357296.8582883 790079921.3718848 509179355.3938399 420538252.58022684 499126031.88164043
5.4280077037437096 1720918255.5013862 607125861.9354441 382342940.8965593 232634849.0418651 372794289.4413516
7.056410014866823 1280265800.792625 451627036.3484305 284812527.68995965 119390794.05044778 275218204.3093536
9.17333301932687 920332894.0742724 317828343.3246159 207992281.58132342 56058958.19827842 198030379.6421039
11.925332925124932 635114710.9883822 209605545.00962636 147980212.233281 24016096.567601483 137511010.33001408
15.502932802662412 423660111.28458494 130224232.4033699 103151124.4566874 9481803.17371167 92077368.1407856
20.153812643461134 279510061.5723466 78154576.33468977 71782849.12024775 3526829.7962793172 59992604.82159727
26.199956436499477 187727277.1579931 47006864.888065815 50962357.40668719 1271427.127190915 38474555.05935392
34.05994336744932 130280122.58838362 28915292.52449451 37258021.8725706 453241.66284346324 24394908.255122695
44.27792637768412 93055926.32890035 18039771.849602632 27909030.622480016 161042.1153203265 15235996.95991017
57.561304290989355 67872809.92133683 11344159.103154076 21217728.15679774 57857.723883720835 9325363.96077929
74.82969557828616 50195905.13440514 7324499.705121849 16183425.581581589 21589.858826681757 5577073.170333584
97.27860425177202 37069793.18326024 4934868.646524058 12167732.490993375 8471.621362070287 3248676.2713528206
126.46218552730363 26715262.2338289 3393593.496313521 8840872.270973464 3422.137950279204 1908589.217399162
164.40084118549473 18471019.25619998 2266477.785878278 6142229.842453705 1376.3676785438277 999633.82783807
213.72109354114315 12310531.3037595 1412847.5750812828 4127001.7904043957 544.9899586533403 532699.5843928495
277.83742160348606 8217298.482724801 819562.0794544917 2798216.6121666487 218.28279185637308 279105.9205263904
361.18864808453196 5851927.438483518 467859.2826112314 2034656.4779711366 93.13293269479676 143727.06710936216
469.5452425098916 4626073.693390535 295308.158221225 1635757.0847122218 43.670492577394086 71404.42322138863
610.4088152628591 3979003.6116625727 222118.64141230704 1418340.6838416161 22.02040530036092 37213.37808047371
793.5314598417168 3565423.452526893 187379.78057529358 1274779.9498150332 11.38476819468829 18949.66635332539
