1.49 	 1.27 	 480.16 	 1195.27 	 761.3431897507339 	 0.00039458977421322086 	 -3.0
1.52 	 1.29 	 432.47 	 1086.32 	 689.3242970595501 	 0.0004083072729531869 	 -3.0
1.55 	 1.32 	 389.91 	 988.5 	 624.8389109837867 	 0.00042241502001568994 	 -3.0
1.57 	 1.34 	 351.92 	 900.56 	 567.0480954511969 	 0.0004369156968666001 	 -3.0
1.6 	 1.36 	 317.96 	 821.37 	 515.1774405913724 	 0.00045182819103649406 	 -3.0
1.49 	 1.27 	 480.16 	 1195.27 	 761.3431897507339 	 0.000423105681029291 	 -2.9696969696969697
1.52 	 1.29 	 432.47 	 1086.32 	 689.3242970595501 	 0.0004378145052961245 	 -2.9696969696969697
1.55 	 1.32 	 389.91 	 988.5 	 624.8389109837867 	 0.00045294178004765884 	 -2.9696969696969697
1.57 	 1.34 	 351.92 	 900.56 	 567.0480954511969 	 0.00046849038053185376 	 -2.9696969696969697
1.6 	 1.36 	 317.96 	 821.37 	 515.1774405913724 	 0.0004844805592286511 	 -2.9696969696969697
1.49 	 1.27 	 480.16 	 1195.27 	 761.3431897507339 	 0.0004536823532140637 	 -2.9393939393939394
1.52 	 1.29 	 432.47 	 1086.32 	 689.3242970595501 	 0.0004694541433496994 	 -2.9393939393939394
1.55 	 1.32 	 389.91 	 988.5 	 624.8389109837867 	 0.000485674624224114 	 -2.9393939393939394
1.57 	 1.34 	 351.92 	 900.56 	 567.0480954511969 	 0.00050234687887145 	 -2.9393939393939394
1.6 	 1.36 	 317.96 	 821.37 	 515.1774405913724 	 0.0005194926233621135 	 -2.9393939393939394
1.49 	 1.27 	 480.16 	 1195.27 	 761.3431897507339 	 0.0004864687165559503 	 -2.909090909090909
1.52 	 1.29 	 432.47 	 1086.32 	 689.3242970595501 	 0.0005033802901508182 	 -2.909090909090909
1.55 	 1.32 	 389.91 	 988.5 	 624.8389109837867 	 0.0005207729801176983 	 -2.909090909090909
1.57 	 1.34 	 351.92 	 900.56 	 567.0480954511969 	 0.000538650092293046 	 -2.909090909090909
1.6 	 1.36 	 317.96 	 821.37 	 515.1774405913724 	 0.0005570349121073486 	 -2.909090909090909
1.49 	 1.27 	 480.16 	 1195.27 	 761.3431897507339 	 0.0005216244592963762 	 -2.878787878787879
1.52 	 1.29 	 432.47 	 1086.32 	 689.3242970595501 	 0.0005397581853347682 	 -2.878787878787879
1.55 	 1.32 	 389.91 	 988.5 	 624.8389109837867 	 0.0005584077966888417 	 -2.878787878787879
1.57 	 1.34 	 351.92 	 900.56 	 567.0480954511969 	 0.0005775768380986686 	 -2.878787878787879
1.6 	 1.36 	 317.96 	 821.37 	 515.1774405913724 	 0.0005972902777681112 	 -2.878787878787879
1.49 	 1.27 	 480.16 	 1195.27 	 761.3431897507339 	 0.0005593208099023621 	 -2.8484848484848486
1.52 	 1.29 	 432.47 	 1086.32 	 689.3242970595501 	 0.0005787650099462451 	 -2.8484848484848486
1.55 	 1.32 	 389.91 	 988.5 	 624.8389109837867 	 0.0005987623769044496 	 -2.8484848484848486
1.57 	 1.34 	 351.92 	 900.56 	 567.0480954511969 	 0.0006193167116855656 	 -2.8484848484848486
1.6 	 1.36 	 317.96 	 821.37 	 515.1774405913724 	 0.0006404547868761869 	 -2.8484848484848486
1.49 	 1.27 	 480.16 	 1195.27 	 761.3431897507339 	 0.0005997413710465699 	 -2.8181818181818183
1.52 	 1.29 	 432.47 	 1086.32 	 689.3242970595501 	 0.0006205907494118372 	 -2.8181818181818183
