0.476570, 0.710400E-1, 67.2808, 0.342152, 0.119941E+15, 0.548196E+33, 951.900, 0.00000, 0.00000, 0.233039E-1
0.478406, 0.713137E-1, 67.5414, 0.348225, 0.120406E+15, 0.557926E+33, 951.985, 0.00000, 0.00000, 0.233039E-1
0.480242, 0.715874E-1, 67.8019, 0.354298, 0.120870E+15, 0.567655E+33, 952.070, 0.00000, 0.00000, 0.233129E-1
0.482078, 0.718611E-1, 68.0625, 0.360370, 0.121335E+15, 0.577385E+33, 952.155, 0.00000, 0.00000, 0.233001E-1
0.483914, 0.721347E-1, 68.3230, 0.366443, 0.121799E+15, 0.587115E+33, 952.239, 0.00000, 0.00000, 0.233129E-1
0.485749, 0.724083E-1, 68.5836, 0.372516, 0.122264E+15, 0.596844E+33, 952.323, 0.00000, 0.00000, 0.233039E-1
0.487585, 0.726819E-1, 68.8442, 0.378588, 0.122728E+15, 0.606574E+33, 952.407, 0.00000, 0.00000, 0.233001E-1
0.489420, 0.729555E-1, 69.1047, 0.384661, 0.123193E+15, 0.616304E+33, 952.490, 0.00000, 0.00000, 0.233129E-1
0.491255, 0.732290E-1, 69.3653, 0.390734, 0.123657E+15, 0.626033E+33, 952.573, 0.00000, 0.00000, 0.233039E-1
0.493090, 0.735026E-1, 69.6258, 0.396806, 0.124122E+15, 0.635763E+33, 952.656, 0.00000, 0.00000, 0.233090E-1
0.494925, 0.737761E-1, 69.8864, 0.402879, 0.124586E+15, 0.645493E+33, 952.738, 0.00000, 0.00000, 0.233039E-1
0.496759, 0.740495E-1, 70.1470, 0.408952, 0.125051E+15, 0.655222E+33, 952.821, 0.00000, 0.00000, 0.233039E-1
0.498594, 0.743230E-1, 70.4075, 0.415024, 0.125515E+15, 0.664952E+33, 952.902, 0.00000, 0.00000, 0.233090E-1
0.500428, 0.745964E-1, 70.6681, 0.421097, 0.125980E+15, 0.674682E+33, 952.984, 0.796927E-316, 0.00000, 0.233039E-1
0.501430, 0.747457E-1, 70.8104, 0.423061, 0.126234E+15, 0.677828E+33, 953.011, 82.4668, 0.148106E-1, 0.138018E-1
0.502434, 0.748953E-1, 70.9530, 0.425035, 0.126488E+15, 0.680990E+33, 953.037, 82.5667, 0.148383E-1, 0.138429E-1
0.503440, 0.750453E-1, 71.0959, 0.427018, 0.126743E+15, 0.684168E+33, 953.063, 82.6668, 0.148660E-1, 0.138768E-1
