1.00E-07,9.31E-05,2.14E-08,3.12E-04
1.02E-07,9.52E-05,2.21E-08,3.16E-04
1.05E-07,9.75E-05,2.28E-08,3.17E-04
1.07E-07,9.97E-05,2.35E-08,3.20E-04
1.10E-07,0.000102057,2.43E-08,3.22E-04
1.12E-07,0.000104435,2.50E-08,3.25E-04
1.15E-07,0.000106868,2.58E-08,3.26E-04
1.17E-07,0.000109358,2.66E-08,3.31E-04
1.20E-07,0.000111906,2.75E-08,3.32E-04
1.23E-07,0.000114513,2.84E-08,3.35E-04
1.26E-07,0.000117181,2.92E-08,3.38E-04
1.29E-07,0.000119912,3.02E-08,3.40E-04
1.32E-07,0.000122705,3.11E-08,3.44E-04
1.35E-07,0.000125564,3.21E-08,3.45E-04
1.38E-07,0.00012849,3.31E-08,3.49E-04
1.41E-07,0.000131484,3.42E-08,3.51E-04
1.45E-07,0.000134547,3.52E-08,3.54E-04
1.48E-07,0.000137682,3.63E-08,3.55E-04
1.51E-07,0.00014089,3.75E-08,3.58E-04
1.55E-07,0.000144172,3.87E-08,3.63E-04
1.58E-07,0.000147532,3.99E-08,3.64E-04
1.62E-07,0.000150969,4.11E-08,3.68E-04
1.66E-07,0.000154486,4.24E-08,3.69E-04
1.70E-07,0.000158086,4.38E-08,3.72E-04
1.74E-07,0.000161769,4.51E-08,3.76E-04
1.78E-07,0.000165538,4.65E-08,3.78E-04
1.82E-07,0.000169395,4.80E-08,3.82E-04
1.86E-07,0.000173342,4.95E-08,3.84E-04
1.91E-07,0.000177381,5.11E-08,3.87E-04
1.95E-07,0.000181514,5.27E-08,3.91E-04
2.00E-07,0.000185743,5.43E-08,3.93E-04
2.04E-07,0.000190071,5.60E-08,3.95E-04
2.09E-07,0.0001945,5.78E-08,4.00E-04
2.14E-07,0.000199032,5.96E-08,4.02E-04
2.19E-07,0.000203669,6.14E-08,4.06E-04
2.24E-07,0.000208414,6.34E-08,4.07E-04
2.29E-07,0.000213271,6.53E-08,4.10E-04
2.34E-07,0.00021824,6.74E-08,4.15E-04
2.40E-07,0.000223325,6.95E-08,4.17E-04
2.45E-07,0.000228528,7.17E-08,4.20E-04
2.51E-07,0.000233853,7.39E-08,4.22E-04
2.57E-07,0.000239302,7.62E-08,4.28E-04
2.63E-07,0.000244878,7.86E-08,4.30E-04
2.69E-07,0.000250584,8.10E-08,4.32E-04
2.75E-07,0.000256423,8.36E-08,4.38E-04
2.82E-07,0.000262397,8.62E-08,4.39E-04
2.88E-07,0.000268511,8.89E-08,4.42E-04
2.95E-07,0.000274768,9.16E-08,4.46E-04
3.02E-07,0.00028117,9.45E-08,4.50E-04
3.09E-07,0.000287722,9.74E-08,4.53E-04
3.16E-07,0.000294426,1.00E-07,4.55E-04
3.24E-07,0.000301286,1.04E-07,4.60E-04
3.31E-07,0.000308307,1.07E-07,4.63E-04
3.39E-07,0.000315491,1.10E-07,4.65E-04
3.47E-07,0.000322842,1.14E-07,4.70E-04
3.55E-07,0.000330365,1.17E-07,4.72E-04
3.63E-07,0.000338063,1.21E-07,4.77E-04
3.72E-07,0.00034594,1.24E-07,4.79E-04
3.80E-07,0.000354001,1.28E-07,4.84E-04
3.89E-07,0.00036225,1.32E-07,4.86E-04
3.98E-07,0.000370691,1.36E-07,4.90E-04
4.07E-07,0.000379328,1.41E-07,4.95E-04
4.17E-07,0.000388167,1.45E-07,4.97E-04
4.27E-07,0.000397212,1.50E-07,5.02E-04
4.37E-07,0.000406468,1.54E-07,5.05E-04
4.47E-07,0.00041594,1.59E-07,5.08E-04
4.57E-07,0.000425632,1.64E-07,5.13E-04
4.68E-07,0.00043555,1.69E-07,5.17E-04
4.79E-07,0.000445699,1.74E-07,5.20E-04
4.90E-07,0.000456085,1.80E-07,5.23E-04
5.01E-07,0.000466713,1.85E-07,5.27E-04
5.13E-07,0.000477589,1.91E-07,5.31E-04
5.25E-07,0.000488718,1.97E-07,5.35E-04
5.37E-07,0.000500106,2.03E-07,5.39E-04
5.50E-07,0.00051176,2.09E-07,5.43E-04
5.62E-07,0.000523685,2.16E-07,5.47E-04
5.75E-07,0.000535888,2.22E-07,5.51E-04
5.89E-07,0.000548376,2.29E-07,5.55E-04
6.03E-07,0.000561155,2.36E-07,5.57E-04
6.17E-07,0.000574231,2.44E-07,5.63E-04
6.31E-07,0.000587613,2.51E-07,5.67E-04
6.46E-07,0.000601306,2.59E-07,5.70E-04
6.61E-07,0.000615318,2.67E-07,5.76E-04
6.76E-07,0.000629657,2.75E-07,5.78E-04
6.92E-07,0.00064433,2.84E-07,5.84E-04
7.08E-07,0.000659345,2.92E-07,5.86E-04
7.24E-07,0.00067471,3.01E-07,5.93E-04
7.41E-07,0.000690433,3.11E-07,5.95E-04
7.59E-07,0.000706523,3.20E-07,5.99E-04
7.76E-07,0.000722988,3.30E-07,6.06E-04
7.94E-07,0.000739836,3.40E-07,6.08E-04
8.13E-07,0.000757077,3.51E-07,6.12E-04
8.32E-07,0.00077472,3.62E-07,6.17E-04
8.51E-07,0.000792774,3.73E-07,6.21E-04
8.71E-07,0.000811249,3.84E-07,6.28E-04
8.91E-07,0.000830155,3.96E-07,6.30E-04
9.12E-07,0.000849501,4.08E-07,6.35E-04
9.33E-07,0.000869298,4.21E-07,6.37E-04
9.55E-07,0.000889556,4.34E-07,6.44E-04
9.77E-07,0.000910287,4.47E-07,6.49E-04
1.00E-06,0.000931501,4.61E-07,6.53E-04
1.02E-06,0.000953209,4.75E-07,6.58E-04
1.05E-06,0.000975424,4.90E-07,6.61E-04
1.07E-06,0.000998156,5.05E-07,6.68E-04
1.10E-06,0.001021418,5.20E-07,6.72E-04
1.12E-06,0.001045222,5.36E-07,6.74E-04
1.15E-06,0.001069581,5.53E-07,6.82E-04
1.17E-06,0.001094508,5.70E-07,6.85E-04
1.20E-06,0.001120016,5.87E-07,6.92E-04
1.23E-06,0.001146118,6.05E-07,6.94E-04
1.26E-06,0.001172829,6.24E-07,6.99E-04
1.29E-06,0.001200162,6.43E-07,7.07E-04
1.32E-06,0.001228133,6.63E-07,7.09E-04
1.35E-06,0.001256755,6.83E-07,7.14E-04
1.38E-06,0.001286045,7.04E-07,7.19E-04
1.41E-06,0.001316018,7.25E-07,7.25E-04
1.45E-06,0.001346689,7.48E-07,7.30E-04
1.48E-06,0.001378075,7.71E-07,7.37E-04
1.51E-06,0.001410193,7.94E-07,7.37E-04
1.55E-06,0.001443059,8.19E-07,7.45E-04
1.58E-06,0.001476692,8.44E-07,7.51E-04
1.62E-06,0.001511108,8.69E-07,7.55E-04
1.66E-06,0.001546327,8.96E-07,7.61E-04
1.70E-06,0.001582367,9.23E-07,7.67E-04
1.74E-06,0.001619247,9.52E-07,7.69E-04
1.78E-06,0.001656986,9.81E-07,7.77E-04
1.82E-06,0.001695606,1.01E-06,7.80E-04
1.86E-06,0.001735125,1.04E-06,7.88E-04
1.91E-06,0.001775566,1.07E-06,7.91E-04
1.95E-06,0.00181695,1.11E-06,7.96E-04
2.00E-06,0.001859298,1.14E-06,8.05E-04
2.04E-06,0.001902634,1.17E-06,8.07E-04
2.09E-06,0.00194698,1.21E-06,8.14E-04
2.14E-06,0.001992359,1.25E-06,8.22E-04
2.19E-06,0.002038797,1.29E-06,8.24E-04
2.24E-06,0.002086317,1.32E-06,8.31E-04
2.29E-06,0.002134945,1.37E-06,8.36E-04
2.34E-06,0.002184707,1.41E-06,8.42E-04
2.40E-06,0.002235628,1.45E-06,8.45E-04
2.45E-06,0.002287737,1.49E-06,8.57E-04
2.51E-06,0.002341061,1.54E-06,8.57E-04
2.57E-06,0.002395627,1.59E-06,8.65E-04
2.63E-06,0.002451466,1.63E-06,8.72E-04
2.69E-06,0.002508607,1.68E-06,8.74E-04
2.75E-06,0.00256708,1.74E-06,8.84E-04
2.82E-06,0.002626916,1.79E-06,8.86E-04
2.88E-06,0.002688147,1.84E-06,8.92E-04
2.95E-06,0.002750805,1.90E-06,9.02E-04
3.02E-06,0.002814925,1.96E-06,9.05E-04
3.09E-06,0.002880539,2.02E-06,9.11E-04
3.16E-06,0.002947683,2.08E-06,9.21E-04
3.24E-06,0.003016393,2.14E-06,9.24E-04
3.31E-06,0.003086704,2.21E-06,9.30E-04
3.39E-06,0.003158655,2.27E-06,9.37E-04
3.47E-06,0.003232283,2.34E-06,9.43E-04
3.55E-06,0.003307628,2.41E-06,9.49E-04
3.63E-06,0.00338473,2.49E-06,9.52E-04
3.72E-06,0.003463629,2.56E-06,9.63E-04
3.80E-06,0.003544368,2.64E-06,9.68E-04
3.89E-06,0.00362699,2.72E-06,9.73E-04
3.98E-06,0.003711537,2.80E-06,9.80E-04
4.07E-06,0.003798057,2.89E-06,9.85E-04
4.17E-06,0.003886593,2.97E-06,9.96E-04
4.27E-06,0.003977194,3.06E-06,1.00E-03
4.37E-06,0.004069907,3.16E-06,1.01E-03
4.47E-06,0.004164782,3.25E-06,1.01E-03
4.57E-06,0.004261869,3.35E-06,1.02E-03
4.68E-06,0.00436122,3.45E-06,1.03E-03
4.79E-06,0.004462888,3.55E-06,1.03E-03
4.90E-06,0.004566926,3.66E-06,1.04E-03
5.01E-06,0.00467339,3.77E-06,1.05E-03
5.13E-06,0.004782337,3.89E-06,1.05E-03
5.25E-06,0.004893823,4.00E-06,1.06E-03
5.37E-06,0.00500791,4.12E-06,1.06E-03
5.50E-06,0.005124657,4.25E-06,1.07E-03
5.62E-06,0.005244126,4.38E-06,1.08E-03
5.75E-06,0.005366381,4.51E-06,1.08E-03
5.89E-06,0.005491487,4.65E-06,1.10E-03
6.03E-06,0.00561951,4.79E-06,1.10E-03
